지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 이슬점온도(°C),평균 상대습도(%),합계 일조시간(hr)
259,강진군,2025-05-23,18.6,15.9,20.6,0,2,12.7,70.6,0
259,강진군,2025-05-24,17.9,13.7,23.8,,1.8,11.6,67.8,1.2
259,강진군,2025-05-25,18.3,12.2,26.1,,1.7,11.9,69.8,12.2
259,강진군,2025-05-26,18.9,11.8,26.8,,1.3,11.2,65.1,10.9
259,강진군,2025-05-27,19.5,11,28.4,,1.4,9.4,56.8,11.7
259,강진군,2025-05-28,20.2,11.7,28.1,,1.1,12.8,65.5,11.9
259,강진군,2025-05-29,20.5,13.3,29.4,,1.4,13.8,69.8,11.7
259,강진군,2025-05-30,20.1,13,27.9,,1.6,13.7,70.8,11.7
259,강진군,2025-05-31,19.5,13.4,27,,1.4,14.2,73.9,5.4
259,강진군,2025-06-01,20.6,13.2,27.8,,1.2,13.7,68,11.8
259,강진군,2025-06-02,17.4,16.4,19.4,6.6,1.2,15.6,89.4,0
259,강진군,2025-06-03,20.2,16.2,26.2,,2.6,14.8,72.6,12
259,강진군,2025-06-04,20.9,12.5,28.7,,2.2,11.5,60.3,11.5
259,강진군,2025-06-05,20.9,11.3,29.8,,1.5,10.3,56.6,11.2
259,강진군,2025-06-06,20.8,14.3,26.8,,.8,12.7,62.6,1.7
259,강진군,2025-06-07,22,14.6,28.5,,1.1,17.2,76.5,8.1
259,강진군,2025-06-08,23.2,19.6,28.8,,1.3,20.1,84.3,5.8
259,강진군,2025-06-09,23.3,19,29.8,,1.2,18.9,78.8,5.6
259,강진군,2025-06-10,23.4,17.1,29.2,0,1.7,18.5,75.9,5
259,강진군,2025-06-11,23.9,17.7,32.1,,1.7,14.1,56.8,11.5
259,강진군,2025-06-12,21.9,18.5,27.9,,1.3,16.2,71.9,3
259,강진군,2025-06-13,20.3,18.4,23.5,19.4,1.5,19,92.6,0
259,강진군,2025-06-14,23.8,20.6,28.6,82.6,1.6,22.1,91.6,1.4
259,강진군,2025-06-15,23.7,19.5,29,20.5,1.3,21.6,89.1,4.1
259,강진군,2025-06-16,23.2,20.5,26.8,8.2,2.1,21.1,89.3,3.6
259,강진군,2025-06-17,24,20.5,28.5,,1.4,21,84.4,6.3
259,강진군,2025-06-18,24,18.4,30.7,,1.2,18.5,74.6,10.6
259,강진군,2025-06-19,23.7,18.4,28.1,,1.5,21.7,89.3,.6
259,강진군,2025-06-20,25.4,23.3,28.5,1.6,1.8,23.7,90.9,.3
259,강진군,2025-06-21,23.6,20,25.4,36,2.2,22.8,95.5,0
259,강진군,2025-06-22,23,19.2,28.1,,1.5,18.5,78.1,4.9
259,강진군,2025-06-23,24,17,31.5,,1,18.3,74.3,11.5
259,강진군,2025-06-24,21.7,20.1,23.1,6.6,2.2,20,90.9,0
259,강진군,2025-06-25,23,19.3,28.9,.6,2.1,19.7,83.6,8.8
259,강진군,2025-06-26,24.2,17.9,31.1,,1.7,19,75,9.9
259,강진군,2025-06-27,25.4,18.8,31.7,,1.2,21.6,80.6,12.2
259,강진군,2025-06-28,27.3,23.9,31.6,,1.5,24.2,84.1,8.5
259,강진군,2025-06-29,27.7,24.4,31.9,,1.4,24.2,82.6,10.3
259,강진군,2025-06-30,28.4,24.4,32.9,,1.7,24.5,80.6,11.5
259,강진군,2025-07-01,28.7,25.7,33.2,,1.5,25.6,84,5.9
259,강진군,2025-07-02,29.1,25.4,35,,1.5,24.6,78.3,8.2
259,강진군,2025-07-03,28.6,24.3,34.6,,1.6,23.4,75.6,11
259,강진군,2025-07-04,27.5,23.2,32.9,,1.9,23.4,80,9.7
259,강진군,2025-07-05,28.5,24,34.2,,1.7,23.9,77.9,10.1
259,강진군,2025-07-06,29.7,25.5,35.4,,1.9,24.7,76.1,8
259,강진군,2025-07-07,29.6,24.2,35.9,,1.4,24.7,76.8,9.6
259,강진군,2025-07-08,29.6,25.6,34.7,,2.2,24.1,74.5,7.7
259,강진군,2025-07-09,29.1,24,35.1,,1.9,21.8,68.4,10.4
259,강진군,2025-07-10,28.9,23.5,34.6,,1.9,22.4,70.3,8.4
259,강진군,2025-07-11,29.2,25.2,34.3,,2.9,20.6,61.1,10
259,강진군,2025-07-12,27.7,23.5,33.5,,1.9,20.4,65.6,8.7
259,강진군,2025-07-13,23.5,21.4,26,83.5,1.1,22.1,92.3,0
259,강진군,2025-07-14,25.8,20.4,30.9,1.3,2.4,21.2,77.1,7.7
259,강진군,2025-07-15,25.8,22.8,30.8,0,2.4,21.4,77.8,5.6
259,강진군,2025-07-16,24.9,22.8,26.7,6.9,1.1,22.7,88.1,0
259,강진군,2025-07-17,26.3,21.6,28.7,38.8,1.8,24.5,90.1,0
259,강진군,2025-07-18,25.4,21.1,30.6,81.6,1.7,23.5,90.3,4
259,강진군,2025-07-19,27.4,24.7,31.4,30.5,1.8,25,87.4,2.8
259,강진군,2025-07-20,27.9,25.2,31.2,,2,24.4,81.9,2.7
259,강진군,2025-07-21,27.6,24.7,32.4,16.5,1.2,25.3,88.6,5.3
259,강진군,2025-07-22,27.5,23.6,32.3,,1.2,24.3,84.1,9.3
259,강진군,2025-07-23,28.1,22.1,34.3,,.9,23.4,77.9,10.1
259,강진군,2025-07-24,28.3,22.9,34.6,,1.3,23.9,79.1,11.4
259,강진군,2025-07-25,29.1,23.4,34.8,,1.6,24.2,76.5,11.7
259,강진군,2025-07-26,30,25.2,34.9,,2.1,24.3,73.1,11.5
259,강진군,2025-07-27,30.2,26.7,34.8,,2.6,23.8,70,11.4
259,강진군,2025-07-28,29.6,24.4,36.2,,1.1,24,74.3,10
259,강진군,2025-07-29,29.1,22.9,35,,1.5,23.5,74.3,11.5
259,강진군,2025-07-30,28.7,23.8,33.7,,1.9,23.7,76.4,6.3
259,강진군,2025-07-31,28.8,24.1,33.8,,2,23.3,73.6,9.8
259,강진군,2025-08-01,29,23.4,34.8,,1.2,24.5,78.3,11.3
259,강진군,2025-08-02,28.9,24.8,34.7,,1,24.8,80,6.5
259,강진군,2025-08-03,27.9,25.2,30.9,8.5,1.5,25.7,88.8,.2
259,강진군,2025-08-04,29.7,27,33.7,1,2.2,25.7,80.8,6.8
259,강진군,2025-08-05,28,25.7,33.1,3,1.6,25.9,89,3
259,강진군,2025-08-06,27.9,26.3,30.1,1.7,1.8,26.2,90.8,.3
259,강진군,2025-08-07,29.2,24.4,32.7,0,2,25,79.4,2.6
259,강진군,2025-08-08,27,22.8,33.4,,1.1,22.1,77.3,5.2
259,강진군,2025-08-09,23.6,23,25.1,76.5,.9,23,96.5,0
259,강진군,2025-08-10,25.4,22.9,29.9,106.9,1.1,24.2,94.1,1
259,강진군,2025-08-11,23.9,21.6,27.8,26.7,1,22.8,94.3,.6
259,강진군,2025-08-12,22.9,21.2,24.7,92.5,1.3,22.5,98,0
259,강진군,2025-08-13,27.7,23.9,33,,1.1,24.7,85.5,6.5
259,강진군,2025-08-14,28.7,24,34.4,0,1.4,25.1,82.5,8.9
259,강진군,2025-08-15,28.8,23.9,35.1,,1.2,24.6,80.8,8.3
259,강진군,2025-08-16,28.1,22.8,35.3,,1.2,23.8,80.3,9.9
259,강진군,2025-08-17,28.2,22.6,35.3,,1.2,23.8,79.9,9
259,강진군,2025-08-18,27.7,23.4,33.1,,1.1,24.7,84.9,7
259,강진군,2025-08-19,28.3,24.2,32.8,,1.1,24.9,83,8.9
259,강진군,2025-08-20,27.8,24.4,33.4,,1.1,24.8,84.8,7
259,강진군,2025-08-21,28.6,23.7,34.3,,1.1,24.2,79.5,10.3
259,강진군,2025-08-22,28.7,24,35.3,,1.1,24.1,78.3,10.6
259,강진군,2025-08-23,28.4,23.5,33.9,,1.2,24.6,81.9,9.3
259,강진군,2025-08-24,28.5,24,33.7,0,1.1,25.1,83.5,8.6
259,강진군,2025-08-25,29,24.8,33.9,0,1.4,25.2,81.3,9.2
259,강진군,2025-08-26,29,26.4,32.6,2.7,1.8,25.8,83.9,3.2
259,강진군,2025-08-27,28.5,24.8,34.5,,1.1,23.8,78,6.8
259,강진군,2025-08-28,27.8,23.6,33.2,,1.1,24.3,82.9,10.2
259,강진군,2025-08-29,28.9,24.3,34.6,,1.3,24.7,80,9.3
259,강진군,2025-08-30,28.9,24.4,34.5,,1.2,24.9,81.1,9
259,강진군,2025-08-31,27.5,24.8,32,5.3,1.1,25.2,87.6,3.6
259,강진군,2025-09-01,27.9,24.4,32.7,4.1,1,25.4,87.5,5.5
259,강진군,2025-09-02,27.2,22.9,33.1,12.3,1.2,23.7,82.5,6.9
259,강진군,2025-09-03,27.3,22,33.7,,1.2,23,79.9,10
259,강진군,2025-09-04,27.9,23.3,33.4,0,1.2,23.8,80,6.3
259,강진군,2025-09-05,28,23.4,34.1,,1.1,24.2,81.4,9.6
259,강진군,2025-09-06,28.6,25.1,33.6,0,1.4,24.9,81.8,7.6
259,강진군,2025-09-07,27.1,24.6,33.7,12,1.1,25.2,90.1,1.3
259,강진군,2025-09-08,25,23.6,28.3,7.4,.8,23.3,91,2.2
259,강진군,2025-09-09,21.8,19.9,23.8,18.7,1.3,20.3,91.8,0
259,강진군,2025-09-10,24.5,21.3,29.7,.9,1,22,87,4.5
259,강진군,2025-09-11,25.2,19.7,30.7,,1.5,20.9,79.3,9.2
259,강진군,2025-09-12,25.7,22.6,29.9,0,2.1,21.9,79.8,.6
259,강진군,2025-09-13,26.6,23.1,31,33.6,1.8,24.2,87.4,1.1
259,강진군,2025-09-14,25.5,21.9,30.1,.7,.8,22.8,86.3,3.6
259,강진군,2025-09-15,25.6,23.5,29.3,1.4,.7,24.2,92.4,1.7
259,강진군,2025-09-16,27.4,23.4,32.3,0,1.1,24.4,85.4,7.3
259,강진군,2025-09-17,26.6,23.4,32.4,8.4,1.6,24.1,87.4,4.2
259,강진군,2025-09-18,24.2,21.6,28.8,,1.3,20.4,79.6,3.9
259,강진군,2025-09-19,23.8,21.2,26.9,0,2.1,18.8,74.1,1.8
259,강진군,2025-09-20,23.1,18.4,26.8,26.5,1.8,20.1,84.4,2.5
259,강진군,2025-09-21,21.7,16.7,28.7,,1.1,18,81.8,8.1
259,강진군,2025-09-22,22.2,16.5,27.4,,1.6,16.4,71.4,5.5
259,강진군,2025-09-23,23.2,17.9,28.2,,1.8,15.7,64.9,8.9
259,강진군,2025-09-24,24.8,22.2,29,1.8,1.4,21.7,83.9,.3
259,강진군,2025-09-25,23.6,22.6,25.1,26.3,.5,23.1,97.4,0
259,강진군,2025-09-26,24.4,21.9,29.4,.1,.8,22.3,89.3,2.3
259,강진군,2025-09-27,23.3,20.7,26.3,8.9,1.2,20.9,87,.1
259,강진군,2025-09-28,23.2,20.6,29.1,2,1.8,20.9,87,.9
259,강진군,2025-09-29,21,16.1,26.8,,1.4,17,79,2.6
259,강진군,2025-09-30,19.6,14.9,26.2,,.9,16.2,83.3,3.9
259,강진군,2025-10-01,20.4,14.4,28.8,,1.1,15.6,78,8.6
259,강진군,2025-10-02,19.5,16.9,24.1,9.5,.7,17.2,87.3,0
259,강진군,2025-10-03,18.6,17.1,19.7,60.8,2.7,17.9,95.8,0
259,강진군,2025-10-04,22.3,19.4,28.6,.9,1,20.6,91.4,2.7
259,강진군,2025-10-05,23.3,20.5,28.7,,1.3,20.3,85,4.5
259,강진군,2025-10-06,23.6,19,28.6,.1,.9,20.8,85.4,4.5
259,강진군,2025-10-07,23,20.8,27.7,.8,1.6,20.7,88.1,.9
259,강진군,2025-10-08,23.7,21,28.2,,1.1,20.7,84,2.3
259,강진군,2025-10-09,23.8,19.9,27.8,,2.1,17.9,70.8,8.3
259,강진군,2025-10-10,21.5,17.1,27.2,,1.5,16.9,76.8,9.8
259,강진군,2025-10-11,22.7,16.8,30.5,,.9,18.2,79,9.8
259,강진군,2025-10-12,23.3,19.2,29.9,,1.2,20.6,86.1,2.6
259,강진군,2025-10-13,23.5,19.4,28.5,3.3,1,21.4,89,3.7
259,강진군,2025-10-14,21.7,19.7,24.8,19.5,1.3,19.8,89.3,1.2
259,강진군,2025-10-15,20.5,18.7,21.8,9.1,1.6,18.3,87.9,0
259,강진군,2025-10-16,21.8,19,25.3,47.3,1.4,19.6,88.5,1.6
259,강진군,2025-10-17,22,18.9,25.2,.5,2.5,17.4,76.1,3.5
259,강진군,2025-10-18,19.3,16.8,22.1,0,1.7,16.9,86.4,0
259,강진군,2025-10-19,18.3,15.9,21.6,0,1.3,14.7,80.1,.1
259,강진군,2025-10-20,14.3,10.9,19.4,,2.3,6.4,61.1,9.3
259,강진군,2025-10-21,13.8,11.2,16.5,,2,9.7,77.1,0
259,강진군,2025-10-22,15.6,9.1,23.4,,1.4,11.3,77.5,7.5
259,강진군,2025-10-23,16.3,10.7,24.5,,1.2,11.7,78.3,8.4
259,강진군,2025-10-24,16.1,10.1,23.8,,.8,12.2,80.8,8.2
259,강진군,2025-10-25,16.2,12.8,21.9,,1.5,12.2,78.8,5.1
259,강진군,2025-10-26,15.2,11,20.8,0,2,8.3,66,5.3
259,강진군,2025-10-27,11.6,6.1,15.2,0,2.7,4,62.3,8.2
259,강진군,2025-10-28,9.1,4.1,16.7,,1.5,1.7,66.4,9.5
259,강진군,2025-10-29,,4.1,18.6,,1.5,,,5.5
259,강진군,2025-10-30,12,4.9,19.2,,.9,7.1,75.4,5.4
259,강진군,2025-10-31,14.7,7.5,22.8,,1.1,7.5,67,8.6
259,강진군,2025-11-01,14.6,8.8,19.6,1.3,2.7,9.2,72.4,6.7
259,강진군,2025-11-02,11.9,7,18.2,.7,2.5,5.7,68.8,7.2
259,강진군,2025-11-03,9.1,3.2,16,,1.4,2.6,66.9,9.3
259,강진군,2025-11-04,11.8,5.7,20.7,,.7,8.2,81,6.5
259,강진군,2025-11-05,12.1,5.8,21.1,,.7,7.9,79.8,9
259,강진군,2025-11-06,12.9,5.4,22.7,,.7,7.8,76.3,8.8
259,강진군,2025-11-07,13.7,7.2,22.3,,.8,9.5,79.3,8.3
259,강진군,2025-11-08,14.2,9.4,18.9,10.5,1.5,11.4,84.8,.1
259,강진군,2025-11-09,14.9,9.7,20.3,1.1,1.9,10.7,77.5,6.9
259,강진군,2025-11-10,11.5,5.1,16.4,,2.6,2,53.4,8.9
259,강진군,2025-11-11,10.2,4.9,17.5,,1.4,1.3,57,6.4
259,강진군,2025-11-12,8.4,2.2,14.7,,.6,4.9,81,.1
259,강진군,2025-11-13,11.7,4.8,19.7,,1.3,6.6,73.6,5
259,강진군,2025-11-14,11.9,8.2,17.4,,2.1,4.4,61.9,8.8
259,강진군,2025-11-15,9.9,3.1,19,,.9,3.4,69.3,8.7
259,강진군,2025-11-16,11.1,3.4,20.7,,.8,7.1,79.5,7.1
259,강진군,2025-11-17,9.1,6.5,13,,3.7,1.7,60.3,2
259,강진군,2025-11-18,6.9,5.3,9.6,0,2.5,.2,63,3.1
259,강진군,2025-11-19,6.5,4.2,11,.4,1.3,2.8,79.1,2.9
259,강진군,2025-11-20,8.7,1.4,15.7,,1.4,4.7,78.1,2.3
259,강진군,2025-11-21,8.4,3,14.4,,1.4,3,71.5,7.6
259,강진군,2025-11-22,7,.3,16.1,,.9,2.7,78.3,8
259,강진군,2025-11-23,8.3,.8,16.9,,.7,5.1,82.9,7.9
259,강진군,2025-11-24,11.7,7.3,19.9,,1.1,7.7,81,6.6
259,강진군,2025-11-25,8.9,6.4,13,4.6,2.3,4,73.5,3
259,강진군,2025-11-26,7.9,2.1,14.1,,1.4,1.6,67,7.7
259,강진군,2025-11-27,7,1.1,12.1,3.7,2.2,2.9,77.4,3.1
259,강진군,2025-11-28,7,.6,11.8,,1.9,-.3,61.4,6
259,강진군,2025-11-29,6.3,-1.7,15.6,,.7,3.8,86.1,6.8
259,강진군,2025-11-30,11.4,3.7,19.7,,.9,8.9,87.3,6.2
259,강진군,2025-12-01,9.3,4.3,14.4,,2.4,1.5,62.5,5.6
259,강진군,2025-12-02,5.9,2.5,10.6,,3.1,-4.1,49.1,6.8
259,강진군,2025-12-03,1.8,.1,6.1,0,3.1,-3.2,70.4,5.2
259,강진군,2025-12-04,2.8,-1.7,8.1,0,1.3,-1.6,73.3,3.3
259,강진군,2025-12-05,2.6,-3.5,7.1,,2.6,-5,59,7.5
259,강진군,2025-12-06,2.1,-6.1,10.9,,.7,-1.5,79.4,6
259,강진군,2025-12-07,7.4,.1,17.4,,.8,3.6,79.9,5.8
259,강진군,2025-12-08,7.4,2.4,11.1,,2.9,-3.3,48,6.4
259,강진군,2025-12-09,3.7,-2.2,10.5,,1.7,-2.8,64.4,7.5
259,강진군,2025-12-10,5.8,-.4,12.5,,.7,.4,71.3,6.8
259,강진군,2025-12-11,8.3,3.2,15.1,1.4,2.6,3.8,74.9,3.1
259,강진군,2025-12-12,5.5,-2.5,11.9,,1.6,-.9,64,7.5
259,강진군,2025-12-13,6.5,1.5,10.1,10.6,2.2,3.2,81,.2
259,강진군,2025-12-14,4.7,2.7,7.7,.8,2.5,.1,73.1,1.2
259,강진군,2025-12-15,4,-.7,10.4,0,1.1,.3,79.5,7.4
259,강진군,2025-12-16,5.5,-1.2,11.8,,.5,3.1,85.5,1.6
259,강진군,2025-12-17,6.4,.5,11,,2.1,1.8,74.9,4
259,강진군,2025-12-18,3.9,-1.5,13.6,,.9,-1.5,72.9,7.6
259,강진군,2025-12-19,7.5,-1.1,17.6,,.6,3.8,79.9,4.9
259,강진군,2025-12-20,9.6,4.4,16.3,.2,1.3,6.9,85.1,.2
259,강진군,2025-12-21,3.1,-1,8,,4,-5.4,54,4.2
259,강진군,2025-12-22,1.9,-5.3,10.4,,1.3,-6.7,56.3,7.6
259,강진군,2025-12-23,7.7,-1,13.7,2.5,1,4.5,81,.5
259,강진군,2025-12-24,6.2,3.9,8.8,2.6,2.5,4,86,0
259,강진군,2025-12-25,1.8,-1.5,4.8,.1,4,-3.7,66.8,2.6
259,강진군,2025-12-26,-3.1,-5.7,.2,0,3.5,-8.9,64.6,6.8
259,강진군,2025-12-27,-1.1,-7.3,7.4,,.9,-5.9,72.4,7.4
259,강진군,2025-12-28,3.1,-5.3,11.6,.2,.6,-1.7,74.3,6.9
259,강진군,2025-12-29,5.9,-1.6,14.9,,1.2,2.6,81.6,5.8
259,강진군,2025-12-30,3.7,-1.4,8.4,,2.2,-6.9,48.9,6.1
259,강진군,2025-12-31,-.8,-3.2,2.5,,3,-8.9,55.3,4.1
260,장흥,2021-01-01,-.9,-5.4,4,0,1,-4.6,77.4,4.9
260,장흥,2021-01-02,-.6,-4.6,4.4,0,1.7,-5.7,71,7.2
260,장흥,2021-01-03,-.1,-5.2,3.4,,1.7,-7.1,60,5.5
260,장흥,2021-01-04,.8,-6.2,8.5,,.8,-4.2,72,8
260,장흥,2021-01-05,.3,-3.6,4.1,,2.8,-6.2,63.1,2.4
260,장흥,2021-01-06,-2.5,-6.7,1.5,.7,1.4,-6.9,72.1,5.2
260,장흥,2021-01-07,-7.7,-13.6,-.9,.6,4,-12.8,67.5,6.5
260,장흥,2021-01-08,-9.1,-15.3,-3.2,0,1.7,-14.6,64.9,9.1
260,장흥,2021-01-09,-6.7,-13.4,-.5,0,2.1,-12.3,65.8,7.7
260,장흥,2021-01-10,-5,-12.5,2.8,0,1.1,-8,80,5.7
260,장흥,2021-01-11,-1.9,-5.7,2.4,,.8,-6,75.3,.7
260,장흥,2021-01-12,-2,-8.1,5.4,0,.7,-6,77.1,6.7
260,장흥,2021-01-13,2.4,-6.3,12.9,,.9,-2.2,76,8.2
260,장흥,2021-01-14,3.2,-3.7,12.5,,1,.1,82.8,6.8
260,장흥,2021-01-15,7.3,-1.9,17,0,1.8,3.7,80,3.5
260,장흥,2021-01-16,.9,-2.1,5,,4.6,-5.8,60.9,6.6
260,장흥,2021-01-17,-1.9,-5.5,1.9,,2.4,-8,64.1,8.9
260,장흥,2021-01-18,.9,-5.1,7.6,.3,2.2,-5.6,65.8,4.3
260,장흥,2021-01-19,-1.4,-7,5.3,,1.7,-11.9,49.5,9.3
260,장흥,2021-01-20,1,-8.7,11.2,,.8,-3.9,72.3,8.9
260,장흥,2021-01-21,6.2,-2.1,13.3,5.1,1,3.7,86,2.9
260,장흥,2021-01-22,9.3,7.5,12,1.3,.5,8.9,97.5,0
260,장흥,2021-01-23,9.8,8,12.2,10.5,.8,7.8,88.3,0
260,장흥,2021-01-24,7.1,2.4,13.1,,1.1,2.6,76.6,5.8
260,장흥,2021-01-25,6.5,-.1,13.3,,1.4,2.3,78.1,9.1
260,장흥,2021-01-26,6.8,4.1,8.5,11.3,2.2,4.2,84,.1
260,장흥,2021-01-27,4.6,-1.5,11.4,,2.4,-5.6,53.4,7.7
260,장흥,2021-01-28,.3,-3.5,8.5,.9,2.8,-4,73.9,4.6
260,장흥,2021-01-29,-2.8,-5.6,1.3,0,4.2,-8.2,66.8,9.2
260,장흥,2021-01-30,.6,-7.3,9.9,,.7,-3.2,78.5,3.7
260,장흥,2021-01-31,4.9,-4.2,12,1.5,.9,1.5,81.8,6.9
260,장흥,2021-02-01,8.8,5.1,10.9,17.1,1.3,5.9,83.1,0
260,장흥,2021-02-02,-.9,-5.2,5,,3.6,-9.6,53,9.4
260,장흥,2021-02-03,0,-6,5.8,,1.3,-7.5,60.3,9.3
260,장흥,2021-02-04,1.7,-4.7,6.5,1.5,2.1,-6.8,57.3,9.6
260,장흥,2021-02-05,1.6,-4.4,7.4,,.8,-6.8,56.4,2.4
260,장흥,2021-02-06,5.1,-4.7,12.8,,.8,1.5,78.6,9.1
260,장흥,2021-02-07,7.7,2.5,14.3,,1.6,.1,61.8,8.3
260,장흥,2021-02-08,.5,-2.1,4.2,,4,-9.8,47.4,9.7
260,장흥,2021-02-09,.9,-4.9,8.1,,1.8,-7.8,54.9,9.8
260,장흥,2021-02-10,2.4,-6.7,11.7,,1,-3.7,67.9,9.6
260,장흥,2021-02-11,4.6,-1.6,11.9,,.8,-1.5,68.6,1.3
260,장흥,2021-02-12,6.4,.3,17.2,,.7,-2.3,61.4,5.9
260,장흥,2021-02-13,8.1,-2.3,19.9,,.9,-3,54.8,9.8
260,장흥,2021-02-14,10,4.3,17.5,2.9,.8,5.8,77.5,1.2
260,장흥,2021-02-15,4.2,0,7.8,.3,4.5,-1.3,68.4,3.4
260,장흥,2021-02-16,1.1,-5,6.8,1.1,3.4,-5.3,64.5,7
260,장흥,2021-02-17,-3.6,-5.2,-1.3,.1,4.3,-7.6,73.5,3.4
260,장흥,2021-02-18,-1.8,-4.4,.5,0,4.7,-6.6,70,4
260,장흥,2021-02-19,3.4,-1.4,10.8,,2.2,-2.8,66.3,10.4
260,장흥,2021-02-20,8.9,-1.2,17.5,,1.2,4.3,76.5,9.8
260,장흥,2021-02-21,10.6,-.1,23.3,,1.2,3.3,69.8,10.3
260,장흥,2021-02-22,9.3,2.7,20.3,,1.9,2.7,67.9,8.7
260,장흥,2021-02-23,3.9,-.5,9.9,,2.6,-9,42,8.8
260,장흥,2021-02-24,5.1,-1.9,12.6,,1.4,-6.7,44.8,2.5
260,장흥,2021-02-25,5.8,-.4,10.2,8.6,1.3,2.6,81,0
260,장흥,2021-02-26,9.4,5.8,14.3,2.4,2.2,2.6,65,6.7
260,장흥,2021-02-27,8.8,6,11.8,,3.7,-.8,50.9,8.8
260,장흥,2021-02-28,9.3,5.8,12.6,.5,1.1,4.3,72.8,.2
260,장흥,2021-03-01,12,5.5,16.9,34.8,2.9,10.3,90.1,0
260,장흥,2021-03-02,4.9,.2,9,,3.2,-.2,71.1,7.5
260,장흥,2021-03-03,4,-2.9,10.6,,1.2,-.4,76.4,9
260,장흥,2021-03-04,6.6,2.1,9.2,16.8,.7,5.3,91.9,0
260,장흥,2021-03-05,10.7,4.3,19.3,.1,1.2,5.9,75.6,7.6
260,장흥,2021-03-06,9.8,4.7,16.3,,2.2,3.6,67.1,6.2
260,장흥,2021-03-07,7.6,5.2,12.1,,1.7,2.4,70.4,1.7
260,장흥,2021-03-08,8.2,3.8,14,,1.6,3.2,73.5,7.9
260,장흥,2021-03-09,8,3,14.8,,1.2,-.6,60.3,7.7
260,장흥,2021-03-10,9.1,.9,16.3,,1.8,.1,56.9,10.6
260,장흥,2021-03-11,9.6,.9,16.1,5.8,1.2,4.7,75.9,5.8
260,장흥,2021-03-12,9.9,7.8,11.6,13.5,1.9,7.9,88.3,0
260,장흥,2021-03-13,8.5,2.9,16.2,,1.2,3.7,76,8.8
260,장흥,2021-03-14,8.2,.6,15.9,,1.3,2.8,73.9,9.9
260,장흥,2021-03-15,10.2,.1,17.1,.4,1.7,6.5,80.4,7.9
260,장흥,2021-03-16,11.7,4.3,18,6,1.9,4.7,66.3,9.1
260,장흥,2021-03-17,8.5,1,16.7,,1.8,1,62.3,9
260,장흥,2021-03-18,10,1.1,18.5,,1.1,4.5,73,10.5
260,장흥,2021-03-19,11.9,5.7,17.4,0,1.6,5.7,68.8,7.8
260,장흥,2021-03-20,9.7,7.2,12.4,21.7,1.9,8.4,91.6,0
260,장흥,2021-03-21,6.9,5,11,,5,0,62.5,7.3
260,장흥,2021-03-22,7.1,2.8,12.1,,3.1,-2.7,52,10.6
260,장흥,2021-03-23,8.1,-.5,16.7,,1.3,1.3,67.9,10.7
260,장흥,2021-03-24,8.2,-.3,16.4,,1.3,4.1,78.9,5.2
260,장흥,2021-03-25,11.7,2,21.9,,1.1,3.4,64.9,10.8
260,장흥,2021-03-26,11.3,.4,21.1,,1.6,2.9,62.6,10.2
260,장흥,2021-03-27,14.5,7.3,16.6,60.8,2.3,12.7,89.8,.1
260,장흥,2021-03-28,12.7,9.3,17.3,.1,1.9,8.9,79.6,7
260,장흥,2021-03-29,12.7,7.2,18.5,,1.5,4.1,60.4,8.3
260,장흥,2021-03-30,11.8,5.5,21.4,,1.1,1.4,56.3,8.1
260,장흥,2021-03-31,12.3,2.2,20.4,,1.4,4.4,63.5,9.8
260,장흥,2021-04-01,15.2,8.2,18.2,0,3.1,1.5,42.1,.2
260,장흥,2021-04-02,17.4,14.1,21.4,,3.2,7.7,53.6,2.5
260,장흥,2021-04-03,15.9,13.9,17.4,8.4,2.4,14.5,92.3,0
260,장흥,2021-04-04,11,9.9,14,1.3,1.3,10.3,95.6,0
260,장흥,2021-04-05,10,4.8,16.2,,1.4,5.7,78.4,9.6
260,장흥,2021-04-06,11.1,3.9,20.3,,1.3,2.9,64.5,9
260,장흥,2021-04-07,12.9,3.3,22.4,,1.2,1.5,52.9,11.6
260,장흥,2021-04-08,12.1,5.2,19.7,,1.9,-.3,47.8,11
260,장흥,2021-04-09,11.2,1.2,18.5,,2.2,2.8,59,11.3
260,장흥,2021-04-10,10.8,4.9,17.4,,1.9,3.9,65.3,11.6
260,장흥,2021-04-11,12.3,2.2,19.5,,2,1.7,56.1,11.1
260,장흥,2021-04-12,13.8,10.8,15.4,29.3,2.9,11.3,86.4,0
260,장흥,2021-04-13,10.6,4.9,15.5,0,3.2,6.2,75.6,6.9
260,장흥,2021-04-14,9,4.1,15.9,,3,-1.5,51.3,10.5
260,장흥,2021-04-15,8.5,-.8,17.3,,1.4,-.7,59.1,10.2
260,장흥,2021-04-16,12.3,1.8,20.6,,1.1,6.9,73,6.1
260,장흥,2021-04-17,11.3,7.1,16.2,,3.2,1.7,58.4,9.7
260,장흥,2021-04-18,10.8,5.6,16.3,,3.9,.9,53,11.8
260,장흥,2021-04-19,10.9,-.2,20.4,,1.8,1.9,61.4,12.3
260,장흥,2021-04-20,13.4,1.5,24.8,,1.5,2.5,56.9,12.2
260,장흥,2021-04-21,14.9,5.2,23.6,,1.4,5.5,57.8,7.3
260,장흥,2021-04-22,16.5,11.6,20.9,,1,7.4,57.1,0
260,장흥,2021-04-23,19.7,14.5,24.6,,3.1,3.8,36.8,5.7
