"졸음쉼터명",시도명,시군구명,도로종류,도로노선명,도로노선번호,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,총연장,주차면수,화장실유무,방범용CCTV수,기타편의시설,관리기관명,관리기관전화번호,데이터기준일자
"고창",13,고창군,01,서해안선,15,서울기점 + 목포종점,전라북도 고창군 무장면 덕림리 123-12,전라북도 고창군 무장면 덕림리 123-12,35.37776198,126.6040485,,7,Y,,,한국도로공사 전북본부,063-714-6000,2019-05-31
"금산",12,금산군,01,통영대전선,35,하남기점 + 통영종점,충청남도 금산군 부리면 현내리 35,충청남도 금산군 부리면 현내리 35,36.03665405,127.5691016,,7,Y,,,한국도로공사 전북본부,063-714-6000,2019-05-31
"금산",12,금산군,01,통영대전선,35,통영기점 + 하남종점,충청남도 금산군 부리면 불이리 5,충청남도 금산군 부리면 불이리 5,36.05989059,127.5525642,,8,Y,,,한국도로공사 전북본부,063-714-6000,2019-05-31
"무주",13,무주군,01,통영대전선,35,하남기점 + 통영종점,전라북도 무주군 적상면 사산리 243-31,전라북도 무주군 적상면 사산리 243-31,35.93196256,127.6593767,,6,Y,,,한국도로공사 전북본부,063-714-6000,2019-05-31
"논산",12,논산시,01,호남지선,251,회덕기점 + 논산종점,충청남도 논산시 가야곡면 등리 산38-3,충청남도 논산시 가야곡면 등리 산38-3,36.15825508,127.1738063,,8,Y,,,한국도로공사 전북본부,063-714-6000,2019-05-31
"논산",12,논산시,01,호남지선,251,논산기점 + 회덕종점,충청남도 논산시 가야곡면 등리 산86-1,충청남도 논산시 가야곡면 등리 산86-1,36.15337122,127.1644792,,8,Y,,,한국도로공사 전북본부,063-714-6000,2019-05-31
"익산",13,익산시,01,호남선,25,순천기점 + 천안종점,전라북도 익산시 왕궁면 구덕리 124-1,전라북도 익산시 왕궁면 구덕리 124-1,35.94378129,127.0911226,,7,N,,,한국도로공사 전북본부,063-714-6000,2019-05-31
"완주",13,완주군,01,익산장수선,20,장수기점 + 익산종점,전라북도 완주군 삼례읍 석전리 80-16,전라북도 완주군 삼례읍 석전리 80-16,35.92778159,127.1013976,,7,N,,,한국도로공사 전북본부,063-714-6000,2019-05-31
"완주",13,완주군,01,익산장수선,20,익산기점 + 장수종점,전라북도 완주군 삼례읍 석전리 80-14,전라북도 완주군 삼례읍 석전리 80-14,35.92778159,127.1013976,,7,N,,,한국도로공사 전북본부,063-714-6000,2019-05-31
"마이산",13,진안군,01,익산장수선,20,장수기점 + 익산종점,전라북도 진안군 마령면 덕천리 산14-5,전라북도 진안군 마령면 덕천리 산14-5,35.76953198,127.3604227,,7,Y,,,한국도로공사 전북본부,063-714-6000,2019-05-31
"마이산",13,진안군,01,익산장수선,20,익산기점 + 장수종점,전라북도 진안군 진안읍 연장리 1568-10,전라북도 진안군 진안읍 연장리 1568-10,35.76953198,127.3604227,,7,Y,,,한국도로공사 전북본부,063-714-6000,2019-05-31
"광천",12,보령시,01,서해안선,15,목포기점 + 서울종점,충청남도 보령시 천북면 신죽리 504,충청남도 보령시 천북면 신죽리 504,36.47853193,126.5873412,,6,N,,,한국도로공사 전북본부,063-714-6000,2019-05-31
"무창포",12,보령시,01,서해안선,15,목포기점 + 서울종점,충청남도 보령시 남포면 신흥리 572,충청남도 보령시 남포면 신흥리 572,36.27332649,126.5770539,,7,Y,,,한국도로공사 전북본부,063-714-6000,2019-05-31
"춘장대",12,보령시,01,서해안선,15,서울기점 + 목포종점,충청남도 보령시 주산면 증산리 197,충청남도 보령시 주산면 증산리 197,36.19485267,126.5904444,,7,Y,,,한국도로공사 전북본부,063-714-6000,2019-05-31
"춘장대",12,보령시,01,서해안선,15,목포기점 + 서울종점,충청남도 보령시 주산면 증산리 266-2,충청남도 보령시 주산면 증산리 266-2,36.19485267,126.5904444,,7,Y,,,한국도로공사 전북본부,063-714-6000,2019-05-31
"서천",12,서천군,01,서해안선,15,서울기점 + 목포종점,충청남도 서천군 기산면 두북리 48,충청남도 서천군 기산면 두북리 48,36.07055256,126.7431944,,6,Y,,,한국도로공사 전북본부,063-714-6000,2019-05-31
"서천",12,서천군,01,서해안선,15,목포기점 + 서울종점,충청남도 서천군 기산면 두북리 48,충청남도 서천군 기산면 두북리 48,36.06630358,126.7529833,,6,Y,,,한국도로공사 전북본부,063-714-6000,2019-05-31
"담양",14,담양군,01,광주대구선,12,광주기점 + 대구종점,전라남도 담양군 봉산면 유산리 7-2,전라남도 담양군 봉산면 유산리 7-2,35.29849892,126.9896283,,7,Y,,,한국도로공사 광주전남본부,061-883-6000,2019-05-31
"장성",14,장성군,01,호남선,25,천안기점 + 순천종점,전라남도 장성군 장성읍 유탕리 1659-1,전라남도 장성군 장성읍 유탕리 1659-1,35.31455948,126.7933461,,13,Y,,,한국도로공사 광주전남본부,061-883-6000,2019-05-31
"장성",14,장성군,01,호남선,25,순천기점 + 천안종점,전라남도 장성군 장성읍 유탕리 1660-2,전라남도 장성군 장성읍 유탕리 1660-2,35.31455948,126.7933461,,8,Y,,,한국도로공사 광주전남본부,061-883-6000,2019-05-31
"광산",05,광산구,01,호남선,25,순천기점 + 천안종점,광주광역시 광산구 비아동 56-4,광주광역시 광산구 비아동 56-4,35.22865019,126.8261321,,8,Y,,,한국도로공사 광주전남본부,061-883-6000,2019-05-31
"대덕",14,담양군,01,호남선,25,순천기점 + 천안종점,전라남도 담양군 대덕면 매산리 419-12,전라남도 담양군 대덕면 매산리 419-12,35.24561085,127.0283704,,8,Y,,,한국도로공사 광주전남본부,061-883-6000,2019-05-31
"대덕",14,담양군,01,호남선,25,천안기점 + 순천종점,전라남도 담양군 대덕면 매산리 406-2,전라남도 담양군 대덕면 매산리 406-2,35.24184182,127.0184353,,9,Y,,,한국도로공사 광주전남본부,061-883-6000,2019-05-31
"삼기",14,곡성군,01,호남선,25,순천기점 + 천안종점,전라남도 곡성군 삼기면 월경리 17-2,전라남도 곡성군 삼기면 월경리 17-2,35.23330024,127.2052707,,7,Y,,,한국도로공사 광주전남본부,061-883-6000,2019-05-31
"삼기",14,곡성군,01,호남선,25,천안기점 + 순천종점,전라남도 곡성군 삼기면 월경리 302-17,전라남도 곡성군 삼기면 월경리 302-17,35.23330024,127.2052707,,8,Y,,,한국도로공사 광주전남본부,061-883-6000,2019-05-31
"장성물류",14,장성군,01,고창담양선,253,담양기점 + 고창종점,전라남도 장성군 장성읍 안평리 산26-3,전라남도 장성군 장성읍 안평리 산26-3,35.34766354,126.7772648,,7,Y,,,한국도로공사 광주전남본부,061-883-6000,2019-05-31
"장성물류",14,장성군,01,고창담양선,253,고창기점 + 담양종점,전라남도 장성군 장성읍 안평리 산26-3,전라남도 장성군 장성읍 안평리 산26-3,35.34766354,126.7772648,,7,Y,,,한국도로공사 광주전남본부,061-883-6000,2019-05-31
"태령",05,북구,01,고창담양선,253,담양기점 + 고창종점,광주광역시 북구 태령동 206-6,광주광역시 북구 태령동 206-6,35.24992715,126.9230211,,4,N,,,한국도로공사 광주전남본부,061-883-6000,2019-05-31
"태령",05,북구,01,고창담양선,253,고창기점 + 담양종점,광주광역시 북구 태령동 206-6,광주광역시 북구 태령동 206-6,35.24992715,126.9230211,,7,Y,,,한국도로공사 광주전남본부,061-883-6000,2019-05-31
"주암",14,순천시,01,호남선,25,순천기점 + 천안종점,전라남도 순천시 주암면 복다리 449-3,전라남도 순천시 주암면 복다리 449-3,35.05398469,127.2799286,,7,Y,,,한국도로공사 광주전남본부,061-883-6000,2019-05-31
"주암",14,순천시,01,호남선,25,천안기점 + 순천종점,전라남도 순천시 주암면 복다리 449-3,전라남도 순천시 주암면 복다리 449-3,35.05398469,127.2799286,,7,Y,,,한국도로공사 광주전남본부,061-883-6000,2019-05-31
"순천",14,순천시,01,남해선,10,부산기점 + 순천종점,전라남도 순천시 서면 죽평리 131-4,전라남도 순천시 서면 죽평리 131-4,35.25362939,129.1000047,,7,Y,,,한국도로공사 광주전남본부,061-883-6000,2019-05-31
"광양",14,광양시,01,남해선,10,부산기점 + 순천종점,전라남도 광양시 광양읍 우산리 425,전라남도 광양시 광양읍 우산리 425,34.9845370821,127.589162394,,9,Y,,,한국도로공사 광주전남본부,061-883-6000,2019-05-31
"광양",14,광양시,01,남해선,10,순천기점 + 부산종점,전라남도 광양시 광양읍 우산리 425,전라남도 광양시 광양읍 우산리 425,34.9845370821,127.589162394,,11,Y,,,한국도로공사 광주전남본부,061-883-6000,2019-05-31
"영광",14,영광군,01,서해안선,15,목포기점 + 서울종점,전라남도 영광군 영광읍 학정리 381,전라남도 영광군 영광읍 학정리 381,35.25346892,126.521674,,6,Y,,,한국도로공사 광주전남본부,061-883-6000,2019-05-31
"몽탄",14,무안군,01,서해안선,15,서울기점 + 목포종점,전라남도 무안군 몽탄면 학산리 764,전라남도 무안군 몽탄면 학산리 764,34.9501115,126.5046911,,6,Y,,,한국도로공사 광주전남본부,061-883-6000,2019-05-31
"몽탄",14,무안군,01,서해안선,15,목포기점 + 서울종점,전라남도 무안군 몽탄면 내리 1-2,전라남도 무안군 몽탄면 내리 1-2,34.95866001,126.5012144,,6,Y,,,한국도로공사 광주전남본부,061-883-6000,2019-05-31
"벌교",14,보성군,01,남해선(영암순천),10,순천기점 + 영암종점,전라남도 보성군 벌교읍 영등리 23-5,전라남도 보성군 벌교읍 영등리 23-5,34.82449974,127.3847424,,7,Y,,,한국도로공사 광주전남본부,061-883-6000,2019-05-31
"벌교",14,보성군,01,남해선(영암순천),10,영암기점 + 순천종점,전라남도 보성군 벌교읍 마동리 13,전라남도 보성군 벌교읍 마동리 13,34.82713517,127.3207933,,8,Y,,,한국도로공사 광주전남본부,061-883-6000,2019-05-31
"강진",14,강진군,01,남해선(영암순천),10,영암기점 + 순천종점,전라남도 강진군 작천면 평기리 산79-9,전라남도 강진군 작천면 평기리 산79-9,34.68704274,126.7707778,,8,Y,,,한국도로공사 광주전남본부,061-883-6000,2019-05-31
"강진",14,강진군,01,남해선(영암순천),10,순천기점 + 영암종점,전라남도 강진군 성전면 명산리 61-1,전라남도 강진군 성전면 명산리 61-1,34.69568356,126.7517257,,7,N,,,한국도로공사 광주전남본부,061-883-6000,2019-05-31
"대강",13,남원시,01,광주대구선,12,대구기점 + 광주종점,전라북도 남원시 대강면 입암리 141,전라북도 남원시 대강면 입암리 141,35.36635794,127.1897231,,11,Y,,,한국도로공사 광주전남본부,061-883-6000,2019-05-31
"봉산",15,김천시,01,경부선,1,서울기점 + 부산종점,경상북도 김천시 봉산면 태화리 341,경상북도 김천시 봉산면 태화리 341,36.1553505,128.0274354,,7,Y,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"봉산",15,김천시,01,경부선,1,부산기점 + 서울종점,경상북도 김천시 봉산면 태화리 989-4,경상북도 김천시 봉산면 태화리 989-4,36.1553505,128.0274354,,7,Y,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"대신",15,김천시,01,경부선,1,서울기점 + 부산종점,경상북도 김천시 아포읍 대신리 1123-3,경상북도 김천시 아포읍 대신리 1123-3,36.15278103,128.1910562,,7,Y,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"대신",15,김천시,01,경부선,1,부산기점 + 서울종점,경상북도 김천시 아포읍 대신리 1067-1,경상북도 김천시 아포읍 대신리 1067-1,36.15278103,128.1910562,,8,Y,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"선기",15,구미시,01,경부선,1,서울기점 + 부산종점,경상북도 구미시 도량동 472-4,경상북도 구미시 도량동 472-4,36.13716892,128.3140242,,16,Y,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"선기",15,구미시,01,경부선,1,부산기점 + 서울종점,경상북도 구미시 도량동 333-2,경상북도 구미시 도량동 333-2,36.13716892,128.3140242,,16,Y,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"석적",15,칠곡군,01,경부선,1,부산기점 + 서울종점,경상북도 칠곡군 석적읍 포남리 587-3,경상북도 칠곡군 석적읍 포남리 587-3,36.05447816,128.4059322,,7,N,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"지천",15,칠곡군,01,경부선,1,서울기점 + 부산종점,경상북도 칠곡군 지천면 영오리 753-1,경상북도 칠곡군 지천면 영오리 753-1,35.922505,128.484236,,14,Y,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"검단",03,북구,01,경부선,1,서울기점 + 부산종점,대구광역시 북구 검단동 543-2,대구광역시 북구 검단동 543-2,35.91516419,128.6122235,,37,Y,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"검단",03,북구,01,경부선,1,부산기점 + 서울종점,대구광역시 북구 검단동 376-12,대구광역시 북구 검단동 376-12,35.91516419,128.6122235,,25,Y,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"북안",15,영천시,01,경부선,1,서울기점 + 부산종점,경상북도 영천시 북안면 반정리 289,경상북도 영천시 북안면 반정리 289,35.924912,128.998331,,15,Y,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"북안",15,영천시,01,경부선,1,부산기점 + 서울종점,경상북도 영천시 북안면 반정리 294-1,경상북도 영천시 북안면 반정리 294-1,35.924229,128.999865,,15,Y,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"안평",15,의성군,01,중앙선,55,춘천기점 + 부산종점,경상북도 의성군 안평면 기도리 75,경상북도 의성군 안평면 기도리 75,36.37822065,128.5768676,,7,N,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"안평",15,의성군,01,중앙선,55,부산기점 + 춘천종점,경상북도 의성군 안평면 기도리 254-38,경상북도 의성군 안평면 기도리 254-38,36.37822065,128.5768676,,7,N,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"명곡",15,구미시,01,중앙선,55,춘천기점 + 부산종점,경상북도 구미시 장천면 명곡리 530,경상북도 구미시 장천면 명곡리 530,36.12531597,128.5414796,,6,N,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"명곡",15,구미시,01,중앙선,55,부산기점 + 춘천종점,경상북도 구미시 장천면 명곡리 539-1,경상북도 구미시 장천면 명곡리 539-1,36.12531597,128.5414796,,8,N,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"읍내",03,북구,01,중앙선,55,부산기점 + 춘천종점,대구광역시 북구 읍내동 624-2,대구광역시 북구 읍내동 624-2,35.94672376,128.5444486,,7,Y,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"화산",15,영천시,01,대구포항선,20,대구기점 + 포항종점,경상북도 영천시 화산면 암기리 613-1,경상북도 영천시 화산면 암기리 613-1,36.0211834,128.8909059,,15,Y,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"기계",15,포항시,01,대구포항선,20,포항기점 + 대구종점,경상북도 포항시 북구 기계면 봉계리 1528,경상북도 포항시 북구 기계면 봉계리 1528,36.06214978,129.1439342,,7,Y,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"남상",16,거창군,01,광주대구선,12,대구기점 + 광주종점,경상남도 거창군 남상면 오계리 881,경상남도 거창군 남상면 오계리 881,35.57957137,127.8522756,,18,Y,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"남상",16,거창군,01,광주대구선,12,광주기점 + 대구종점,경상남도 거창군 남상면 무촌리 1193,경상남도 거창군 남상면 무촌리 1193,35.6051849,127.8815653,,14,Y,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"쌍림",15,고령군,01,광주대구선,12,대구기점 + 광주종점,경상북도 고령군 쌍림면 월막리 288-3,경상북도 고령군 쌍림면 월막리 288-3,35.69604062,128.1797184,,12,Y,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"고령",15,고령군,01,광주대구선,12,광주기점 + 대구종점,경상북도 고령군 개진면 양전리 산80-3,경상북도 고령군 개진면 양전리 산80-3,35.70610859,128.2623139,,9,Y,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"보문",15,예천군,01,중앙선,55,부산기점 + 춘천종점,경상북도 예천군 보문면 오신리 산52-1,경상북도 예천군 보문면 오신리 산52-1,36.68645321,128.5528287,,7,N,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"풍산",15,안동시,01,중앙선,55,춘천기점 + 부산종점,경상북도 안동시 풍산읍 만운리 1360,경상북도 안동시 풍산읍 만운리 1360,36.60557922,128.5814311,,7,Y,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"죽령",11,단양군,01,중앙선,55,춘천기점 + 부산종점,충청북도 단양군 대강면 용부원리 301-4,충청북도 단양군 대강면 용부원리 301-4,36.91385855,128.3967074,,7,N,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"죽령",11,단양군,01,중앙선,55,부산기점 + 춘천종점,충청북도 단양군 대강면 용부원리 산49-21,충청북도 단양군 대강면 용부원리 산49-21,36.91385855,128.3967074,,7,N,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"아포",15,김천시,01,중부내륙선,45,양평기점 + 창원종점,경상북도 김천시 아포읍 예리 산4-1,경상북도 김천시 아포읍 예리 산4-1,36.20226905,128.2598039,,7,Y,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"아포",15,구미시,01,중부내륙선,45,창원기점 + 양평종점,경상북도 구미시 선산읍 습례리 308,경상북도 구미시 선산읍 습례리 308,36.21114381,128.2616132,,7,Y,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"오봉",15,김천시,01,중부내륙선,45,양기점 + 창원종점,경상북도 김천시 남면 오봉리 산196-2,경상북도 김천시 남면 오봉리 산196-2,36.09082851,128.2613105,,7,Y,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"개진",15,고령군,01,중부내륙선,45,창원기점 + 양평종점,경상북도 고령군 개진면 부리 781-4,경상북도 고령군 개진면 부리 781-4,35.70498343,128.4153595,,7,N,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"삼춘",15,의성군,01,청주영덕선,30,청주기점 + 영덕종점,경상북도 의성군 안평면 삼춘리 산19-1,경상북도 의성군 안평면 삼춘리 산19-1,36.42219205,128.5791877,,11,Y,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"하화",15,의성군,01,청주영덕선,30,영덕기점 + 청주종점,경상북도 의성군 단촌면 관덕리 산52,경상북도 의성군 단촌면 관덕리 산52,36.41863896,128.6943444,,9,Y,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"묵계",15,안동시,01,청주영덕선,30,청주기점 + 영덕종점,경상북도 안동시 길안면 묵계리 산102-3,경상북도 안동시 길안면 묵계리 산102-3,36.43748398,128.9257562,,5,Y,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"지품",15,영덕군,01,청주영덕선,30,영덕기점 + 청주종점,경상북도 영덕군 지품면 지품리 산18-6,경상북도 영덕군 지품면 지품리 산18-6,36.480925,129.1700281,,10,Y,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"수암",15,영덕군,01,청주영덕선,30,청주기점 + 영덕종점,경상북도 영덕군 지품면 수암리 356-4,경상북도 영덕군 지품면 수암리 356-4,36.46304644,129.2070612,,10,Y,,,한국도로공사 대구경북본부,053-714-6000,2019-05-31
"일광",02,기장군,01,부산외곽순환선,600,창원기점 + 기장종점,부산광역시 기장군 일광면 용천리 257,부산광역시 기장군 일광면 용천리 257,35.2923880,129.2062983,,13,Y,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"일광",02,기장군,01,부산외곽순환선,600,기장기점 + 창원종점,부산광역시 기장군 일광면 용천리 257,부산광역시 기장군 일광면 용천리 257,35.2923880,129.2062983,,13,Y,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"김해",16,김해시,01,남해선,10,부산기점 + 순천종점,경상남도 김해시 전하동 329,경상남도 김해시 전하동 329,35.98272031,128.428929,,6,Y,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"김해",16,김해시,01,남해선,10,순천기점 + 부산종점,경상남도 김해시 전하동 329,경상남도 김해시 전하동 329,35.98272031,128.428929,,6,Y,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"북창원",16,창원시,01,남해선,10,순천기점 + 부산종점,경상남도 창원시 의창구 북면 지개리 341,경상남도 창원시 의창구 북면 지개리 341,35.91135969,128.6661238,,7,Y,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"진례",16,김해시,01,남해선,10,순천기점 + 부산종점,경상남도 김해시 진례면 초전리 257-1,경상남도 김해시 진례면 초전리 257-1,35.89490772,128.5078649,,5,N,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"진례",16,김해시,01,남해선,10,부산기점 + 순천종점,경상남도 김해시 진례면 초전리 381-1,경상남도 김해시 진례면 초전리 381-1,35.89622817,128.4973581,,7,N,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"창원",16,창원시,01,남해1지선,102,창원기점 + 산인종점,경상남도 창원시 의창구 동정동 495,경상남도 창원시 의창구 동정동 495,35.26107783,128.6091612,,13,Y,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"창원",16,창원시,01,남해1지선,102,산인기점 + 창원종점,경상남도 창원시 의창구 동정동 495,경상남도 창원시 의창구 동정동 495,35.26107783,128.6091612,,14,Y,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"곤양",16,사천시,01,남해선,10,부산기점 + 순천종점,경상남도 사천시 곤양면 맥사리 165-7,경상남도 사천시 곤양면 맥사리 165-7,35.65005388,129.1674086,,19,Y,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"곤양",16,사천시,01,남해선,10,순천기점 + 부산종점,경상남도 사천시 곤양면 맥사리 165-7,경상남도 사천시 곤양면 맥사리 165-7,35.65005388,129.1674086,,8,Y,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"지수",16,진주시,01,남해선,10,부산기점 + 순천종점,경상남도 진주시 사봉면 방촌리 산21-2,경상남도 진주시 사봉면 방촌리 산21-2,35.89227625,129.034185,,14,Y,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"지수",16,진주시,01,남해선,10,순천기점 + 부산종점,경상남도 진주시 지수면 금곡리 산55-1,경상남도 진주시 지수면 금곡리 산55-1,35.89227625,129.034185,,28,Y,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"서상",16,함양군,01,통영대전선,35,하남기점 + 통영종점,경상남도 함양군 서하면 봉전리 산128-2,경상남도 함양군 서하면 봉전리 산128-2,35.63781847,127.7058309,,8,Y,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"서상",16,함양군,01,통영대전선,35,통영기점 + 하남종점,경상남도 함양군 서하면 봉전리 145-16,경상남도 함양군 서하면 봉전리 145-16,35.63319225,127.7149464,,8,Y,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"수동",16,함양군,01,통영대전선,35,하남기점 + 통영종점,경상남도 함양군 수동면 화산리 858-28,경상남도 함양군 수동면 화산리 858-28,35.51724185,127.7953253,,9,Y,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"수동",16,함양군,01,통영대전선,35,통영기점 + 하남종점,경상남도 함양군 수동면 화산리 858-28,경상남도 함양군 수동면 화산리 858-28,35.51724185,127.7953253,,11,Y,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"금서",16,산청군,01,통영대전선,35,하남기점 + 통영종점,경상남도 산청군 금서면 특리 292,경상남도 산청군 금서면 특리 292,35.43975335,127.8536456,,9,N,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"금서",16,산청군,01,통영대전선,35,통영기점 + 하남종점,경상남도 산청군 금서면 특리 370,경상남도 산청군 금서면 특리 370,35.43975335,127.8536456,,8,Y,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"진주",16,진주시,01,통영대전선,35,통영기점 + 하남종점,경상남도 진주시 판문동 992-1,경상남도 진주시 판문동 992-1,35.19538902,128.032081,,8,Y,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"진주",16,진주시,01,통영대전선,35,하남기점 + 통영종점,경상남도 진주시 판문동 983,경상남도 진주시 판문동 983,35.19538902,128.032081,,8,Y,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"울산",07,울주군,01,울산선,16,울산기점 + 언양종점,울산광역시 울주군 언양읍 반송리 산92-2,울산광역시 울주군 언양읍 반송리 산92-2,35.55041546,129.167835,,9,Y,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"울산",07,울주군,01,울산선,16,언양기점 + 울산종점,울산광역시 울주군 언양읍 반송리 산92-4,울산광역시 울주군 언양읍 반송리 산92-4,35.55041546,129.167835,,44,Y,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"현풍",03,달성군,01,중부내륙선,45,양평기점 + 창원종점,대구광역시 달성군 현풍면 대리 211-1,대구광역시 달성군 현풍면 대리 211-1,35.66322303,128.4374558,,7,N,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"창녕",16,창녕군,01,중부내륙선,45,창원기점 + 양평종점,경상남도 창녕군 창녕읍 탐하리 524-1,경상남도 창녕군 창녕읍 탐하리 524-1,35.53053918,128.4890102,,31,Y,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"창녕",16,창녕군,01,중부내륙선,45,양평기점 + 창원종점,경상남도 창녕군 대지면 효정리 산73,경상남도 창녕군 대지면 효정리 산73,35.5431408,128.4764711,,13,Y,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"금곡",16,사천시,01,통영대전선,35,하남기점 + 통영종점,경상남도 사천시 사천읍 금곡리 31,경상남도 사천시 사천읍 금곡리 31,35.09560662,128.1624089,,6,Y,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"금곡",16,사천시,01,통영대전선,35,통영기점 + 하남종점,경상남도 사천시 사천읍 금곡리 30-4,경상남도 사천시 사천읍 금곡리 30-4,35.09560662,128.1624089,,6,Y,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"고성",16,고성군,01,통영대전선,35,하남기점 + 통영종점,경상남도 고성군 거류면 송산리 산98,경상남도 고성군 거류면 송산리 산98,34.98165874,128.3738767,,8,Y,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"고성",16,고성군,01,통영대전선,35,통영기점 + 하남종점,경상남도 고성군 거류면 송산리 산98,경상남도 고성군 거류면 송산리 산98,34.98165874,128.3738767,,8,Y,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"내남",15,경주시,01,경부선,1,부산기점 + 서울종점,경상북도 경주시 내남면 이조리 484-3,경상북도 경주시 내남면 이조리 484-3,35.752440,129.194541,,14,Y,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"언양",07,울주군,01,경부선,1,서울기점 + 부산종점,울산광역시 울주군 언양읍 반곡리 산50-4,울산광역시 울주군 언양읍 반곡리 산50-4,35.598525,129.140411,,14,Y,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"삼남",07,울주군,01,경부선,1,부산기점 + 서울종점,울산광역시 울주군 삼남면 교동리 602-1,울산광역시 울주군 삼남면 교동리 602-1,35.54901832,129.1211873,,7,Y,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"양산",16,양산시,01,경부선,1,서울기점 + 부산종점,경상남도 양산시 중부동 189-1,경상남도 양산시 중부동 189-1,35.34469321,129.0438273,,8,Y,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
"양산",16,양산시,01,경부선,1,부산기점 + 서울종점,경상남도 양산시 중부동 119-1,경상남도 양산시 중부동 119-1,35.34469321,129.0438273,,19,Y,,,한국도로공사 부산경남본부,055-711-6000,2019-05-31
